date_time,town,title,price,beds,sqft,url
2022-07-07 11:21, (Lakeview),"520 W. Stratford in Lakeview:4Bed 3Bath w/FREE Heat,HDWD,New Laundry",3025,4,,https://chicago.craigslist.org/chc/apa/d/chicago-520-stratford-in-lakeview4bed/7505857312.html
2022-07-07 11:21, (Hyde Park),"1118 E Hyde Park in Hyde Park-4Bd/2Ba w/HDWD,Exp Brick,SS Appl, WD",2535,4,,https://chicago.craigslist.org/chc/apa/d/chicago-1118-hyde-park-in-hyde-park-4bd/7505856866.html
2022-07-07 11:20, (Sheridan Park),"1256 Montrose in Sheridan Park: Studio w/Free Heat,HDWD,Laundry",925,,,https://chicago.craigslist.org/chc/apa/d/chicago-1256-montrose-in-sheridan-park/7505856555.html
2022-07-07 11:18, (Hyde Park),"5145 S. Ingleside in Hyde Park:3B/2Ba Heat, HDWD, DW,MW,SS,In-unit W/D",2475,3,,https://chicago.craigslist.org/chc/apa/d/chicago-5145-ingleside-in-hyde-park3b/7505855492.html
2022-07-07 11:17, (Lakeview),"524 W. Surf in Lakeview - 2Bed w/ FREE Heat,HDWD,DW,Closet Space",1725,2,,https://chicago.craigslist.org/chc/apa/d/chicago-524-surf-in-lakeview-2bed-free/7505854885.html
2022-07-07 11:16, (Sheridan Park),"4521 N Malden in Sheridan Park-2 Bed w/Free Heat,HDWD,Laundry",1375,2,,https://chicago.craigslist.org/chc/apa/d/chicago-4521-malden-in-sheridan-park/7505854528.html
2022-07-07 11:15, (Hyde Park),"1360 E 52nd St in Hyde Park-1BD:Heat,HDWD,DW,MW,Laundry on Site",1415,1,,https://chicago.craigslist.org/chc/apa/d/chicago-1360-52nd-st-in-hyde-park/7505853938.html
2022-07-07 11:14, (Lakeview),"517 W. Brompton in Lakeview: Studio- Free Heat/Cook gas, HDWD,Laundry",975,,,https://chicago.craigslist.org/chc/apa/d/chicago-517-brompton-in-lakeview-studio/7505853453.html
2022-07-07 11:13, (Lakeview),"424 W Oakdale in Lakeview-One Bed w/Free Heat,HDWD,Laundry",1445,1,,https://chicago.craigslist.org/chc/apa/d/chicago-424-oakdale-in-lakeview-one-bed/7505852645.html
2022-07-07 11:11, (Lakeview),"424 W Oakdale in Lakeview-Studio w/Free Heat,HDWD,Laundry",1200,,,https://chicago.craigslist.org/chc/apa/d/chicago-424-oakdale-in-lakeview-studio/7505851436.html
2022-07-07 11:10, (Lakeview),"520 W. Stratford in Lakeview: 1Bd w/ Heat, Cook Gas, Carpet, Laundry",1275,1,,https://chicago.craigslist.org/chc/apa/d/chicago-520-stratford-in-lakeview-1bd/7505851039.html
2022-07-07 11:07, (WICKER PARK),🏠TOP FLOOR 2bed/1bath! HOT Wicker Park Location! Central Air! 2221-2,1900,2,,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-2bed-1bath-hot-wicker/7505849435.html
2022-07-07 11:06, (Hillside),Fully Furnished Studio Hotel Apartment,2250,1,,https://chicago.craigslist.org/wcl/apa/d/hillside-fully-furnished-studio-hotel/7505848895.html
2022-07-07 11:06, (Arlington Heights),A cozy place for you and your pets to call home. Pet friendly!,1649,2,864.0,https://chicago.craigslist.org/nwc/apa/d/arlington-heights-cozy-place-for-you/7505848446.html
2022-07-07 11:05, (Lincoln Park),"2256 N Lincoln in Lincoln Park:2Bed-FREE HEAT, HDWD, Back Porch",1875,2,,https://chicago.craigslist.org/chc/apa/d/chicago-2256-lincoln-in-lincoln/7505847856.html
2022-07-07 11:04, (Lakeview),"2940 N. Broadway in Lakeview:Studio-AC,DW,In-UnitW/D,GrniteCT",1405,,,https://chicago.craigslist.org/chc/apa/d/chicago-2940-broadway-in-lakeviewstudio/7505847395.html
2022-07-07 11:02, (Sheridan Park),"4407 N Malden in Sheridan Park-1Bed w/Free Heat,HDWD,Laundry on Site",1231,1,,https://chicago.craigslist.org/chc/apa/d/chicago-4407-malden-in-sheridan-park/7505846498.html
2022-07-07 11:00, (Sheridan Park),"4521 N Malden in Sheridan Park-Studio w/Free Heat,HDWD,Laundry",805,,,https://chicago.craigslist.org/chc/apa/d/chicago-4521-malden-in-sheridan-park/7505845174.html
2022-07-07 10:59, (Hyde Park),"1367 E. 53rd St. in Hyde Park-Studio w/FREE Heat,WIFI,CookingGas,Lndry",1150,,,https://chicago.craigslist.org/chc/apa/d/chicago-1367-53rd-st-in-hyde-park/7505844259.html
2022-07-07 10:58, (Rogers Park),"Brand New 3 Bed/2 Bath, Steps to Lake, Exposed Brick!!!",2200,3,900.0,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-bed-bath-steps-to/7505843752.html
2022-07-07 10:57, (Lakeview),"524 W. Surf in Lakeview - Studio w/ FREE Heat,HDWD,DW,Closet Space",1125,,,https://chicago.craigslist.org/chc/apa/d/chicago-524-surf-in-lakeview-studio/7505843375.html
2022-07-07 10:53, (Chicago),Beautiful & Sunny 2 bdr in Ravenswood Available August 1st,1375,2,,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-sunny-bdr-in/7505841205.html
2022-07-07 10:51, (Chicago),Bright & Sunny 2 bdr in Ravenswood. Available August 1st,1325,2,,https://chicago.craigslist.org/chc/apa/d/chicago-bright-sunny-bdr-in-ravenswood/7505840330.html
2022-07-07 10:34, (Ravenswood),3 bedroom unit in Ravenswood,2200,3,1350.0,https://chicago.craigslist.org/chc/apa/d/chicago-bedroom-unit-in-ravenswood/7505831535.html
2022-07-07 10:25, (South Austin),NICE 2bd,1175,2,,https://chicago.craigslist.org/chc/apa/d/chicago-nice-2bd/7505826632.html
2022-07-07 10:24, (Carol Stream),The best around town,461,,,https://chicago.craigslist.org/wcl/apa/d/carol-stream-the-best-around-town/7505826156.html
2022-07-07 10:23, (Oak Lawn),Beautiful One   Bedroom Apts @10737 S Keating,1350,1,,https://chicago.craigslist.org/sox/apa/d/oak-lawn-beautiful-one-bedroom-apts/7505825631.html
2022-07-07 10:20, (Ravenswood),"2bed/1bath, dining area, near Metra and CTA Brown Line",1687,2,,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-1bath-dining-area-near/7505824460.html
2022-07-07 10:06, (South Austin),NICE 2bd,1175,2,,https://chicago.craigslist.org/wcl/apa/d/chicago-nice-2bd/7505816986.html
2022-07-07 10:03, (Southeast Chicago),"$975-$1600 for 1, 2 3 and 4 bedroom apartment for rent",1475,4,,https://chicago.craigslist.org/chc/apa/d/chicago-for-and-bedroom-apartment-for/7505815745.html
